Username,Tweet,Sentimen
henrykus sihaloho,kendali atas ppkm darurat https 8f9xnoezvp seraya berterima kasih kpd redaksi https b1goolpts8 atas pemuatan tulisan ini kami mohon izin membagikannya kpd semua sahabat amp kerabat terima kasih banyak doa amp salam ramlirizal teguhtimurcom rmol id indonewsdot id https rxm6llwf9v, positif
ariansyahsubing,terima kasih kepada semua jajaran pemerintahan terutama pak presiden dll nya semenjak diadakannya ppkm darurat berbahagia ini pekerjaan saya hilang hutang saya menunggak intensitas pertengkaran dengan istri saya meningkat udah gitu aja sih fyi salahlangkahppkmdarurat, negatif
elred randy satria, teddygusnaidi akibat koruptor memiskinkan rakyat kondisi darurat gni maksa ppkm pasti lbh penting isi perut pemerintah tegas utk koruptor akan siap rakyat hadapi krisis skrng pemerintah maksa, negatif
surya borneo,buzzer rame2 minta berhenti ppkm darurat bila berhenti mulai besok saja supaya bebas merayakan idul adha jokowi untuk apa dilanjut kalo hasilnya blm jls toh bakal diberhentikan mendin merayakan idul adha, negatif
hanjaniahmad, areajulid ppkm darurat end game populasi indonesi hilang, negatif
tjatatan si phil 📝,lah ini kenapa baru ribut2 soal pelanggar ppkm darurat prefer dipenjara daripada bayar denda knp cuman ributin masalah hukuman denda ppkm darurat emangnya hal2 seputar pidana finansial denda indo ada yang beres cek aja narkotika ptpkorupsi misalnya, negatif
ℙ𝕠𝕝𝕤𝕖𝕜 𝕋𝕚𝕣𝕚𝕤 🆁🅴🆂🅿🆁🅾🅱,presiden indonesia joko widodo jokowi menginstruksikan kepada jajaran tni polri untuk segera menyalurkan bantuan sosial bansos ppkm darurat https 11zx0fxumj, positif
radaraktualdotcom,tegas jokowi minta seluruh menteri punya sense crisis masa ppkm darurat https cscmyk9e1t, positif
kompas.com,luhut mengatakan penurunan kasus covid sangat mungkin terjadi apabila penerapan ppkm darurat konsisten dilaksanakan https f17ezbthvc, positif
kumparan,untuk daerah yang tidak menerapkan ppkm darurat ppkm mikro tak masuk zona merah atau oranye corona bisa beribadah jemaah tetapi maksimal persen kapasitas masjid kumparannews https 23hwf7a2bl, positif
antaranews.com,menurut luhut indonesia tidak akan bisa menyelesaikan pandemi covid ini terutama untuk varian delta dengan hanya menambah fasilitas kesehatan covid19 https b71rfubdzp, negatif
indonesiatoday,ppkm darurat jawa bali belum optimal menko luhut binsar pandjaitan saya minta maaf https lhxoqahwu9, positif
rohana, arahan presiden jokowi dalam rapat evaluasi ppkm darurat semoga membuahkan hasil positif dalam mengatasi pandemi https pjuewpbh9x, positif
polsek_margasekampung,info polri ppkm darurat sesuai inmendagri nomor tahun 2021 resepsi pernikahan resepsi pernikahan ditiadakan sementara ppkmdarurat patuhprokes bersamalawancovid19 sehatindonesiaku divhumaspolri humaspoldalampung https vdlph8celw, netral
tim gubernur untuk percepatan penghancuran (tgupp),tolong menteri ini segera direshuffle pak presiden jokowi pernyataan2nya banyak blunder sejak jadi menteri spt anak orang kaya kawin dgn org miskin darurat militer ppkm diperpanjang blm ada putusan insentif buat ulama agama lain gmn https m5gdfhyi2o, negatif
indonesia maju,perpanjangan ppkm darurat harus kita putuskan dengan jernih jangan sampai keliru jokowi lawanpandemi indonesiamaju https vfjyhbtlyg, positif
balipuspanews.com,tunjukan kepedulian dimasa ppkm darurat pemuda karangasem bagikan makanan gratis https iwgoqjlqit, positif
balipuspanews.com,pabrik ikan sumbang ton beras untuk warga terdampak ppkm darurat jembrana https 7tp5r22iov, positif
didit istiawan,presiden jokowi menekankan bahwa penyekatan pada ppkm darurat harus lebih efektif lagi dan kota harus terus kampanyekan pakai masker dimanapun berada https gr8sya75la, positif
hadi, arahan presiden jokowi dalam rapat evaluasi ppkm darurat semoga membuahkan hasil positif dalam mengatasi pandemi https 8mwz9s6rim, positif
beraklancar, aldapstsr ppkm darurat perpanjang sampai one piece tamat dan apa hubungan antara joyboy dengan soyjoy, negatif
jonathan, detikcom kalau bukan covid berarti ngapain ppkm darurat khan sudah new normal sebelumnya, netral
lala🇮🇩,berikut arahan presiden jokowi dalam rapat evaluasi ppkm darurat https 3dhe1xozdf, netral
henrykus sihaloho,kendali atas ppkm darurat https 8f9xnoezvp berterima ksh kpd redaksi https b1goolpts8 atas pemuatan tulisan ini semoga bpk jokowi berkenan baca amp perhatikan masukan dlm tulisan ini terima kasih doa amp salam ramlirizal teguhtimurcom rmol id indonewsdot id https rxm6llwf9v, positif
ringtimes banyuwangi,terkepung ppkm darurat walikota bandung bagi uang rp500 ribu pada juli 2021 https syulmsgrxk, positif
santriwati, arahan presiden jokowi dalam rapat evaluasi ppkm darurat https hdbhcg17cn, netral
boy syahbana, na dirs tempat saya ketika mesjid ditutup sementara pada ppkm darurat https j31bvrypxy, netral
eka silawati,bantuan sosial untuk membantu perekonomian pada masa ppkm darurat https 2gxnzfzbjo, positif
togi rolls,ada arahan presiden jokowi dalam ratas penanganan pandemi covid evaluasi ppkm darurat tadi pagi https rrz5yi1bk8, netral
merdeka.com,luhut bukan pilihan mudah bagi pemerintah memutuskan ppkm darurat pemerintah menghadapi lonjakan kasus covid akibat varian delta namun pemerintah juga harus memikirkan dampak ekonomi karena kebijakan ppkm darurat membatasi mobilitas masyarakat https rgkgfcpruc, positif
mas kokok,psbb psbb total psbb transisi ppkm ppkm mikro ppkm darurat ppkm darurat age ultron ppkm darurat infinity war ppkm darurat end game lekas sembuh indonesia, positif
genpi.co,ketua dpp pks mardani ali sera angkat bicara terkait aksi blusukan presiden joko widodo atau jokowi pada masa ppkm darurat jokowiblusukan https kgwyc3xtyj, netral
tonny rivani,adanya ppkm darurat diakibatkan melonjaknya wabah covid amp kematian warga masy tlh menyadarkan masy tuk jaga prokes dgn dan ikut serta vaksinasi semoga kedepan bkn turun wabah mereda teren dah dan normal kembali hidup kita aamiin, positif
bang mara 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨, santorinissun semoga bapak presiden ada solusi lebih baik selain ppkm darurat diperpanjang semoga semoga semoga, positif
dini purwono,presiden jokowi menginstruksikan jajarannya untuk mempercepat penyaluran bantuan sosial dan obat obatan gratis kepada masyarakat pada pekan ini bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan ppkm darurat https nn1v2upco9, positif
🌷♐🇲🇨 ig: irene juliency,delapan arahan presiden jokowi dalam rapat evaluasi ppkm darurat https 3k25yw0ki3, positif
anjares general leopard macan tutul kental kentul,menjaga bonus demograpi populasi rakyat itu menjaga kesejahteraan rakyat printing money saja untuk rakyat miskin karena rakyat pakai rupiah sehari2 ini juga dpt menggerakan roda perekonomian nanti ppkm darurat pedagang wajib pakai masker prokes kasian kerja harian, negatif
isu bogor,dampak ppkm darurat anggaran subsidi kuota internet ditambah rp5 triliun ini rinciannya https wexnroiox6, positif
radio elshinta,bagaimana dampak ppkm darurat dari sisi pengusaha talk ketum himpunan pengusaha pribumi indonesia sarman simanjorang streaming https 0fefjxaw4z https x0dckqwb5m, netral
sheno wirang |,yang menjadi sangat sensitif sekarang ini bukan lagi soal agama tapi soal ppkm darurat pun menjadi sangat sensitif biarlah pemerintah yang punya wewenang dan kuasa untuk mengambil keputusan agar tidak menjadi polemik, netral
polsek tirtajaya,kapolsek tirtajaya iptu ruslani bersama anggota dan muspika kec tirtajaya kab karawang melaksanakan giat woro woro ppkm darurat skala mikro gabungan wilayah desa sumurlaban kec tirtajaya kab karawang https ijsqyloe2r, positif
rindu damaiyanti,bantuan sosial untuk membantu perekonomian pada masa ppkm darurat https s4beuh2jix, positif
komisaris pertamini 🇮🇩🇵🇸,sudahlah gausah diperpanjang ppkm darurat gini ppkm kaya biasanya aja, netral
dishub banyuwangi,terpantau himbauan pemberlakuan ppkm darurat sekaligus penyampaian sembako kepada pedagang kaki lima oleh jajaran kecamatan kota dan polsekta penyekatan simpang mojopanggung https guka6alnag, positif
gama ramadhan, tyassiwi wwkwk jadi tahanan kota yas sampai ppkm darurat selesai, negatif
gelora news,minta jokowi tidak perpanjang ppkm darurat dewi tanjung saya punya feeling ada misi jahat untuk jatuhkan bapak https xz6uamqk0r, negatif
adlee,pakar usul ppkm darurat diperpanjang sampai ekswon reboot, negatif
humas polsek gondokusuman,bripka sigit anggota polsek gondokusuman giat penyekatan pengaturan arus lalilintas dalam rangka ppkm darurat simpang langensari klitren sabtu https 2t4utn4lqy, positif
chopper 🌌∞🚉 || anna simp,pakar usul ppkm darurat diperpanjang sampai joongdok jadi canon, negatif
h a i gunawan se, kumparan kita lihat saja kalau dimaafkan ppkm darurat akan diperpanjang karena modalnya cuma itu rakyat semakin menjerit ppkm darurat efektif untuk membatasi mobilitas warga tapi tidak melihat warga yang lalu lalang itu sudah makan belum dia butuh mencari nafkah pak, negatif
arwana ajah 🎗 mobsters,malam minggu saat ppkm darurat https kocujge83l, netral
john si garang garang, cnnindonesia dki jakarta kota metropolitan dgn apbd kami triliun hingga hari ppkm darurat seribu perak pun uang tdk ada turun dari sang gubernur raja tega nih arab ngeri nya lagi seharusnya setiap tgl dana kjp siswa sdh cair ini tgl belum cair sengaja nih, negatif
ザキヤノヴァ,boleh dishare kali ada butuh pendengar buat cerita cerita numpuk selama ppkm darurat atau cuma butuh temen ngobrol biar ngerasa sendirian silakan baru ini bisa kubantu apalagi ppkm diperpanjang kali dengan cerita bisa bikin kamu lega sehat sehat semua https zjjnfbjnb8, positif
kominfomagetan,pengawasan pembinaan dan penindakan pelanggaran protokol kesehatan covid dalam rangka ppkm darurat wilayah kabupaten magetan https pbjhfxhlij, positif
eceye - optimis 👍, dennysiregar7 jokowi pak jokowi tolong dikaji lagi tentang ppkm darurat jangan diperpanjang lagi pak, positif
h🌻, xxialxxi      porcelain iqbal lagi psbb sampe ppkm darurat, netral
bang mara 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,sumpah terharu dan nangis saya melihat video ini yang mulia bapak presiden saya harap bapak melihat video dan tuitan saya ini saya harap bapak jangan perpanjang ppkm darurat ini kita semua bisa lawan virus ini hanya dengan lakukan prokes ketat jangan perpanjang pak https lotofvlaxl, positif
🔫,pakar usul ppkm darurat diperpanjang sampai dalang pembunuhan munir terungkap https hftrh2sgeq, negatif
maudy asmara,kalau negeri tetangga minta maaf dan mengundurkan diri https vsecwdyadr, positif
northhampton, kawalcovid19 masih bersyukur tinggal negara maju jaminan sosial bagus vaksin mungkin gak ngantri disini kerabat meninggal dah biasa yang masih hidup kena ppkm darurat, negatif
polres trenggalek,ppkm darurat sidoarjo tni polri terjun percepat distribusi bansos https diovc5ngfx, positif
inews,mendagri terbitkan surat edaran ppkm darurat dilaksanakan tegas humanis tidak berlebihan https himszcpksw, positif
kompas.com, adapun indonesia menjadi negara dengan kasus harian covid tertinggi dunia selama dua hari berturut turut sejak ppkm darurat catatan ini menyalip brasil india dan rusia indonesiadaruratcovid19 https phjte2edyk, negatif
george van mars 🇮🇩,informasi simpang siur ini sebaiknya dihilangkan agar masyarakat tdk bingung kemarin pak muhadjir ef katakan ppkm darurat diperpanjang hingga akhir juli hari ini pak luhut bilang pemerintah belum memutuskan perpanjangan ppkm darurat presiden akan umumkan hari lagi https jywvahqqhg, positif
✗13,curhat sebelum tidur denger2 lampu2 penerangan jalan kota semarang dipadamkan selama ppkm darurat memungkinkan sih kalau anggaran sebulan untuk tagihan listriknya dialokasikan terkena dampak pak hendrarprihadi, negatif
suara rakyat news,kabid humas polda kepri tinjau pelaksanaan penyekatan ppkm darurat wilayah tanjung pinang https god7tils2n, positif
joko andrianto,sabtu tgl juli 2021 mulai pukul wib wib piket koramil sgl bersama anggota polsek sigaluh melaksankan giat penyekatan dlm rangka ppkm darurat pertigaan jembatan sempol https qy3pzsfisy, positif
sat_lantas_ksb, bakti sosial masa ppkm darurat ini personil sat lantas ksb dipimpin lansung kasat lantas made sugiarta pada saat patroli malam minggu membagikan sembako kepada masyarakat semoga dengan ini bisa meringankan dan membantu masyarakat masa ppkm darurat sosmedntmc https bdrzkiund5, positif
idcorner 🇮🇩,keputusan perpanjangan ppkm darurat ditentukan hari depan lawancovid19 https wou0pwcjlx, netral
alnov sinaga, bencrlsfh sama butuh ketaatan dalam menjalani ppkm darurat sesuai arahan pemerintah, positif
yohanes sutarto, postinusgul kompastv republikaonline media istirahat ppkm darurat mawasdiri salamsehat https hqbqglck42, positif
diskominfo grobogan,peninjauan pkl dan pemberian bantuan sosial area kota purwodadi oleh bupati grobogan sri sumarni https dkwrhrrveo dampingi oleh kepala bpbd dan kasatpol dalam rangka penegakan ppkm darurat kabupaten grobogan https babytabvvo, positif
polsekpasehbdg,tindakan pushup bagi warga yang tidak pakai masker berikan petugas gabungan tni polri dan satpol dalam ppkm darurat kecamatan paseh kabupaten bandung https 0irqxukyts, positif
salsabila faqoth,evaluasi ppkm darurat sejak awal tidak efektif serba serbi mmc lantas bagaimana islam menyelesaikan masalah ini yuk tonton video berikut ini https ocld5ulp32, positif
media indonesia,apabila stok sudah habis sigit meminta jajarannya untuk segera melapor dan berkoordinasi untuk menambah persediaan https ze7bsl1izd, positif
matarakyatjakarta|isomanclub,ada poin yang disampaikan pakde jokowi pada ratas evaluasi ppkm darurat istana merdeka juli 2021 semuanya penting tapi yang aku cuplik hanya poin saja karena sangat penting yaitu mengenai mobilitas manusia penyekatan perlu evaluasi dan bnpb indonesia belum https rvswqtnvsb, positif
fira ☾, areajulid gue mah maapin mereka udh berusaha buat ngurangin angka covid dgn ngadaiin ppkm darurat salah masyarakat masih gapercaya adanya corona yang masih keluar2 rumah pdhl gaada kepentingan heran gue normalin marahin pemerintah katanya bener giliran ppkm protes, positif
#akucahmagetan, magetan pentingnya bantuan sosial bagi masyarakat ditengah pemberlakuan pembatasan kegiatan masyarakat darurat https pjulwmmujz, positif
bisnis.com,penerapan ppkm darurat presiden minta aparat tidak kasar https cjgs8nciqs, positif
sifa,pemberlakuan pembatasan kegiatan masyarakat atau ppkm darurat jawa bali kini memasuki hari empatbelas artinya ppkm ini sudah berlangsung hampir dua pekan sejak juli lalu namun selama pekan berjalannya ppkm belum ada tanda tanda kondisi membaik https kjxldbxnpb, negatif
pengen vaksin!,dapet bocoran dari masa depan kan ppkm darurat sampai akhir juli pasti nanti awal agustus bakal ada ppkm transisi selama minggu sebelum dicabut sepenuhnya, negatif
jambul_merah_ind,serma sarno anggota koramil matesih melaksanakan patroli sosialisasi dan opsgaklin ppkm mikro darurat dengan sasaran area pertokoan pedagang kaki lima sepanjang joko songo matesih https 2qammyezvw, positif
bahari jaya,berkaitan dengan komunikasi publik itu yang menimbulkan optimisme dan ketenangan dan harus lebih peka terhadap permasalahan timbul masyarakat akibat dampak ppkm darurat arahan presiden jokowi https cfws2znrhl, positif
shop&drive, junoey007 outlet jabodetabek jawa dan bali tutup sementara karena adanya ppkm darurat pengecekan rutin aki dapat dilakukan kembali setelah tidak adanya ppkm darurat terima kasih, positif
jambul_merah_ind,serma sarno anggota koramil matesih melaksanakan patroli sosialisasi dan opsgaklin ppkm mikro darurat dengan sasaran area pertokoan pedagang kaki lima sepanjang joko songo matesih https ozj4csp2vf, positif
tvonenews,viral seorang penjual kopi tasikmalaya jawa barat mendapatkan hukuman penjara hari karena melanggar ppkm darurat sang ayah merespons perlakuan pihak kepolisian saat menahan anaknya selengkapnya https egy9jqw52j newsone ppkmdarurat tasikmalaya cariberitaditvone https eqw49apa9h, negatif
peh vaksinasi!,ditanya soal ppkm darurat pak hermanderu1967 gubernur sumsel menjawab cak ini https nru4ygpheq, netral
jambul_merah_ind,serma sarno anggota koramil matesih melaksanakan patroli sosialisasi dan opsgaklin ppkm mikro darurat dengan sasaran area pertokoan pedagang kaki lima sepanjang joko songo matesih https wsxg30ctv2, positif
jambul_merah_ind,serma sarno anggota koramil matesih melaksanakan patroli sosialisasi dan opsgaklin ppkm mikro darurat dengan sasaran area pertokoan pedagang kaki lima sepanjang joko songo matesih https wdozaas9mu, positif
arief skie,presiden jokowi menekankan bahwa penyekatan pada ppkm darurat harus lebih efektif lagi dan kota harus terus kampanyekan pakai masker dimanapun berada https 6qcb9476yy, positif
jambul_merah_ind,serma sarno anggota koramil matesih melaksanakan patroli sosialisasi dan opsgaklin ppkm mikro darurat dengan sasaran area pertokoan pedagang kaki lima sepanjang joko songo matesih https alxajjoitq, positif
kilatdotcom,ppkm darurat diperpanjang luhut masih dievaluasi https osdqjhtrau, positif
uɐuɐu ah!, idextratime lumayan hiburan masa ppkm darurat, positif
tmc polres metro bekasi kabupaten, polri lakukan pembatasan mobilitas masyarakat pada masa ppkm darurat perbatasan antara kab bekasi dengan kab karawang dihimbau kepada masyarakat untuk tetap menjaga prokes amp mengurangi mobilitas tmcpoldametro https ycjuoew6hy, positif
lombokita.com,disela patroli ppkm darurat imbangan polres lotim bagikan sembako https mscc7q3qxh lewat lombokitacom, positif
genpi.co,pelatih persib bandung robert alberts memberikan keleluasaan kepada pemainnya untuk menjalankan program latihan mandiri persibbandung https lzkkco7soy, positif
papa baik,akhir akhir ini lagi trending edit photo mengganti sebuah judul berita pakar usul ppkm darurat diperpanjang sampai gatal sudah tangan ini pengen ikutan juga tapi takut ntar diaminkan malaikat https 3paxwydlir, netral
pt. jasamarga,mekanisme penyekatan pada lokasi pengendalian mobilitas jalan tol jasa marga group dalam rangka penerapan ppkm darurat https ka3ue4hy9y, positif
lanang sudira ( mangrove ),pak jokowi selama ppkm darurat ini dilaksanakan jawa dan bali saya sekeluarga kabupaten gianyar bali sudah tidak mampu beli beras saat ini ngebon beras warung sudah tidak bisa mohon bantulah kami rakyat kecil ppkmsengsarakanrakyat https 6ocfkb8r4j, negatif
stay healthy,pemerintah telah siapkan dana bansos untuk masyarkat masa ppkm darurat bersatulawancovid19 indonesiasehatindonesiahebat https c7npb4d8yi, positif
pt. jasamarga,lokasi pengendalian mobilitas jalan tol jasa marga group dalam rangka penerapan ppkm darurat https rblgpdb2ja, positif
dion luky 🇵🇸, aldapstsr ppkm darurat diperpanjang sampai senkuu mendarat bulan, negatif
jelajah perkara,ppkm darurat kapolres dan wakapolres semarang bersama sisir jalan bagikan bantuan kepada pkl https jvvyqy0zp9, positif
iblistakbertanduk,indonesia darurat militer pernah mikir gak kalo negara ini lagi perang diam diam terus tiap pajak baru ada saat pandemi dan denda dari ppkm baru baru ini itu buat supply militer kita lagi bertempur kek peluru atau apa kek film tomorrow war wkwk hoho konspirasi nich, negatif
polda jambi,bhayangkara untuk negeri baksos ppkm darurat polda jambi salurkan paket sembako kepada warga terdampak covid dan ppkm darurat pulau pandan legok kota jambi kapoldajambi poldajambiupdate poldajambiterkini baksospolripeduli poldajambipeduli bhayangkarauntuknkri https ndtattjsca, positif
gowestid,ppkm darurat masih schedule anggaran covid ditambah https qletit9jab, positif
sidabutar gumanti tuan duga,luhut panjaitan menerima baik laporan semua menteri kok saat evaluasi ppkm darurat, positif
anwar,wah bisa ppkm darurat selamanya nih https iybusx0pmo, negatif
humas polres magetan,polisi peduli warga terdampak covid masa ppkm darurat https on96djakma, positif
소시벨벳,psbb ppkm mikro ppkm darurat ppkm darurat ppkm darurat banget woasu https cfm9rsmxaw, negatif
anjares general leopard macan tutul kental kentul,ijin sarankan pak pres jokowi kemendagri binofficial ri ppkm darurat dilanjutkan evaluasi jgn lagi ada aksi anarkis uda2 oleh oknum aparat saran kemenkeuri printing money buat bansos warga miskin ppkm hrs humanis persuasif covid delta ganas bgt mandang status https 6zpakd5u7h, negatif
polda jambi,bhayangkara untuk negeri baksos ppkm darurat kapolda jambi bersama personil polda jambi salurkan paket sembako kepada warga terdampak covid dan ppkm darurat pulau pandan legok kota jambi kapoldajambi poldajambiupdate baksospolripeduli bhayangkarauntuknegeri https gibbucadhl, positif
polsek sumber rembang,pada hari sabtu tgl juli 2021 pkl wib polsek sumber bersama forkompincam melaksanakan giat bakti sosial untuk negeri dalam rangka ppkm darurat warung dan toko yang terdampak untuk membantu meringankan beban dan semoga segera berakhir wabah corona ini https 0ceh7hueh5, positif
pt. jasamarga, wib tol japek karawang barat 200 arah jakarta diberlakukan penyekatan ppkm darurat, positif
kompas.com,keputusan ppkm darurat diperpanjang atau tidak akan disampaikan dalam hari depan https ufo7o1e1vd, netral
pt. jasamarga, wib tol japek cikarang barat arah cikampek padat diberlakukan penyekatan ppkm darurat cikampek dawuan cikarang cikunir cawang lancar, positif
your friend, yamikillua v xlvii harusnya pakar usul ppkm darurat diperpanjang sampai nok14 jadul dapat dihancurkan dengan dibanting, negatif
#yntkts, fadlizon ikmdpp bagaimanapun sebagai etnis gemar berdagang urang awak paling terdampak ppkm darurat, negatif
polsek senduro,operasi yustisi malam hari peningkatan disiplin protokol kesehatan dalam rangka pemberlakuan ppkm darurat instruksi mendagri tahun 2021 guna cegah penyebaran covid bertempat kawasan pasar desa senduro kecamatan senduro hari sabtu tanggal juli 2021 pukul wib https dbsveihcjg, positif
detikfinance,menteri koordinator bidang kemaritiman dan investasi luhut binsar pandjaitan mengatakan mobilitas dan aktivitas sudah mulai menurun dengan adanya ppkm darurat https dzf2tmxasg, positif
ma'ruf asli bhakti,hentikan ppkm darurat rakyat kecil menjerit kalian masih sibuk susun data bansos tak ada bantuan makanan mereka akan kelaparan sungguh kehidupan mereka ada luar rumah anda yang takut mati oleh covid19 mendep aja rumah https q4vnw2u2qk, negatif
tvonenews,ppkm darurat tanpa bansos sekarat saksikan apa kabar indonesia pagi bersama maria assegaff jam wib hanya tvone amp live streaming https 7gr3a62xuq akipagitvone cariberitaditvone https vky45mfvqo, negatif
fscm #batalkanuuciptakerja,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh fspmi kspi idafauziyah kemnakerri https ku6vgczjp0, negatif
babe - baca berita,luhut perpanjangan ppkm darurat hari depan kita umumkan secara resmi https otx7aue5kr https 2ber43k1st, netral
asmari,selama ppkm darurat semarang lampu penerangan jalan utama malam hari dimatikan https sm4iumvso9 ppkmdarurat semarang, negatif
akuratco, bus angkutan umum yang mengangkut penumpang tanpa membawa persyaratan lengkap masa ppkm darurat berhasil diamankan ditlantas polda metro jaya https fak11alkvb, negatif
bogor-kita.com,pekerja sektor informal jabar banyak terdampak akibat ppkm darurat https qejflrxn2w, negatif
lk,berita hari ini kenaikan cvd sudah 000 lebih kematian 1000 lebih berita nakes banyak resign berita who kritik indo perihal vaksin berbayar berita penjabat anosmia empati berita simpang siur antar menteri perihal perpanjangan ppkm darurat surat terbuka didi riyadi, negatif
#akucahmagetan,dewan perwakilan rakyat daerah magetan lakukan kegiatan kedewanan secara virtual selama masa pemberlakuan pembatasan kegiatan masyarakat darurat https tpfbeltayy, positif
bahari jaya,presiden jokowi meminta segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa pemberlakuan pembatasan kegiatan masyarakat ppkm darurat tidak bersikap keras dan kasar tapi bersikap tegas dan santun dalam mengatur masyarakat dan pedagang https uyzqnq4n4w, positif
🄴🄺🄾 🅆🄸🄳🄾🄳🄾,jokowi ngamuk menterinya tak punya empati pada pelesiran lord luhut akhirnya minta maaf ppkm darurat tak optimal setelah dibela mati2an akhirnya vaksin berbayar dibatalkan menko pmk direvisi menko polhukam terkait darurat militer dulu sby ngapain aja https gdnzlfdi0s, positif
tofuunanimously,covid ppkm darurat seleksi alam yang mengerikan, negatif
cnbc indonesia,ppkm darurat makin ketat saat libur idul adha ini aturannya https jqyqyp5vub, positif
polresta sidoarjo,panglima tni kapolri dan menkes berangkatkan bansos ppkm darurat sidoarjo reposted from polresta sidoarjo https wyechemf7n, positif
nusantara indah,presiden percepat penyaluran bansos dan tambah paket bantuan obat gratis bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat https olposuzyqx, positif
henrykus sihaloho,kendali atas ppkm darurat https 8f9xnoezvp berterima ksh kpd redaksi https b1goolpts8 atas pemuatan tulisan ini semoga bpk jokowi berkenan baca amp perhatikan masukan dlm tulisan ini terima kasih doa amp salam ramlirizal teguhtimurcom rmol id indonewsdot id https vawyswwcwa, positif
li, nksthi pakar usul ppkm darurat diperpanjang sampai kau jadi milikku, negatif
mas budhi,ppkm darurat harus modifikasi pak jokowi pedagang boleh jualan tapi wajib sdh divaksin amp pembelian pesan antar atau dibungkus bawa pulang nah rasia satpol tuh utk menegakkan sistem ini bukan larang jualan https rimirmnwer, positif
humas_polsek_mlati,kapolsek mlati kompol tony priyanto sebagai penanggung jawab panit sabhara aiptu heri suratin bersama piket pawas aiptu budi eka dan personil polsek mlati melaksanakan giat ppkm darurat berupa penyekatan jalan simpang empat kentungan depok sleman https 2lp4vpy4uj, positif
sindonews,kena batunya ulah pasutri raja tipu berakhir pos penyekatan ppkm darurat sindonews bukanberitabiasa https uys6xcyzvi, positif
kumparan,petugas melakukan penutupan jalan sehingga tak ada kendaraan yang melintas kumparannews https pwhzal5efd, positif
republik merdeka | rmol.id,minta jokowi tidak perpanjang ppkm darurat dewi tanjung saya punya feeling ada misi jahat untuk jatuhkan bapak https zsvd2q65cb, negatif
lucky nasution,pak lbp kan intel sejak lama pak jokowi pasti tau dan dapat tracking siapa getol utk perpanjangan ppkm darurat pakai lah rumus puanmaharaniri bambang soesatyo https acowegmyw7, negatif
isu bogor,luhut sebut belum ada kepastian perpanjangan ppkm darurat baru ditentuka hari lagi ppkmdarurat https bsfg835gdb, netral
eky hetfield,makasih banyak bantuan sosial nya https 57yxoc8yil, positif
#akucahmagetan,perketat pemberlakuan pembatasan kegiatan masyarakat darurat ini titik penutupan jalan menuju kota magetan https jguzilcqva, netral
republik merdeka | rmol.id,pemerintah belum bisa putuskan perpanjangan ppkm darurat begini kata luhut https kyjfl92mbk, netral
kalbar online,menko maritim keputusan perpanjangan ppkm darurat hari lagi https j1zbiqyow3, netral
analis_solo tewel _mahatmanto, teddygusnaidi ppkm darurat tumbuh kembang biak roh baik pada sesama jiwa dermawan sinterklas https 08xlxibkoe, negatif
eldi mardiansyah, iraasty cielah abis bulan madu bali untung belum ppkm darurat, netral
jawa pos,luhut kepastian perpanjangan ppkm darurat diumumkan hari lagi https focl3fddld, netral
analis_solo tewel _mahatmanto, yunartowijaya drpriono1 ppkm darurat tumbuh kembang biak roh baik pada sesama jiwa dermawan sinterklas https xrrmdqfk8s, negatif
indra gunawan,mendes pdtt abdul halim iskandar halimiskandarnu mengatakan saat ini terus melakukan percepatan proses penyaluran bantuan langsung tunai blt dana desa apalagi masa ppkm darurat ini yuk simak thread berikut ini mulaidaridesa indonesiapulih lawancovid19 https jkzkvnt6mq, positif
yahya ali rahmawan,kapolres ponorogo dan dandim 0802 lepas bantuan ton beras 1000 paket sembako kepada warga terdampak covid pada masa ppkm darurat https 0leimfpvml https re18rovft4, positif
ewo rahmadi, teddygusnaidi ppkm darurat mending dihentikan saja toh gak menurun juga malah makin naik solusinya perketat saja pemakaian masker dan kerumunan, positif
yohannes albertus,bisa kasih tau saya nggak apa manfaat termujarab dari ppkm darurat dan penyekatan jalan soalnya angka positif naik terus kenapa gag diganti tiap wni wajib olahraga minimal menit per hari dengan begitu imun tubuh akan naik, positif
polsek banjarsari surakarta,pemberangkatan tim bhabinkamtibmas amp babinsa oleh kapolri panglima tni menkes dlm distribusi bansos utk masy terdampak pemberlakuan ppkm darurat kota solo 2021 luthfi1091 gibran rakabuming teguhprakosoo boedy slo adesafrisimanjuntaksik polrestasurakarta https zxgk24suff, positif
puskesmas cisadea, sobatngalamsehat hari ini mimin menginformasikan kita semua masih dalam keadaan ppkm darurat jika tdk dlm kondisi darurat jgn membawa anak kecil berpergian moms karena masuk kelompok rentan mereka stay home dulu sobat dan harus tetap patuhi protokol kesehatan https 0oomiojeon, positif
tvonenews,sosialisasi ppkm darurat jokowi jangan keras dan kasar tapi tegas dan santun https q03mrqqidm, positif
